S000030439	CDS					YJL094C		10	254442	251821	C		2011-02-03	1996-07-31	
S000003629	ORF	Verified	YJL093C	TOK1	YPK1|YORK|YKC1|DUK1	chromosome 10	L000003009	10	256812	254737	C		2011-02-03	1996-07-31	Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem, each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin
S000037648	CDS					YJL093C		10	256812	254737	C		2011-02-03	1996-07-31	
S000003628	ORF	Verified	YJL092W	SRS2	DNA helicase SRS2|HPR5|RADH1|RADH	chromosome 10	L000000809|L000001578	10	257423	260947	W	-61	2011-02-03	1996-07-31	DNA helicase and DNA-dependent ATPase; involved in DNA repair and checkpoint recovery, needed for proper timing of commitment to meiotic recombination and transition from Meiosis I to II; blocks trinucleotide repeat expansion; affects genome stability; disassembles Rad51p nucleoprotein filaments during meiotic recombination; stimulates activity of the Mus81p-Mms4p endonuclease, independently of Srs2p catalytic activity; functional homolog of human RTEL1
S000037603	CDS					YJL092W		10	257423	260947	W		2011-02-03	1996-07-31	
S000003627	ORF	Verified	YJL091C	GWT1		chromosome 10		10	262552	261080	C		2011-02-03	2003-09-22|1996-07-31	Protein involved in the inositol acylation of GlcN-PI; the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) forms glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI), an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors
S000037407	CDS					YJL091C		10	262552	261080	C		2011-02-03	2003-09-22|1996-07-31	
S000003626	ORF	Verified	YJL090C	DPB11	protein kinase activating protein DPB11	chromosome 10	L000003001	10	265051	262757	C		2011-02-03	1996-07-31	DNA replication initiation protein; loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; along with Rfa1p, binds to ultrafine anaphase bridges in mitotic cells and prevents accumulation of chromatin bridges by stimulating the Mec1p kinase and suppressing homologous recombination; ortholog of human TopBP1; forms nuclear foci upon DNA replication stress
S000036680	CDS					YJL090C		10	265051	262757	C		2011-02-03	1996-07-31	
S000003625	ORF	Verified	YJL089W	SIP4		chromosome 10	L000001893	10	265926	268415	W		2011-02-03	1996-07-31	C6 zinc cluster transcriptional activator; binds to the carbon source-responsive element (CSRE) of gluconeogenic genes; involved in the positive regulation of gluconeogenesis; regulated by Snf1p protein kinase; localized to the nucleus
S000036795	CDS					YJL089W		10	265926	268415	W		2011-02-03	1996-07-31	
S000003624	ORF	Verified	YJL088W	ARG3	ornithine carbamoyltransferase|argF	chromosome 10	L000000108	10	268799	269815	W	-61	2011-02-03	1999-02-28|1996-07-31	Ornithine carbamoyltransferase; also known as carbamoylphosphate:L-ornithine carbamoyltransferase; catalyzes the biosynthesis of the arginine precursor citrulline
S000036728	CDS					YJL088W		10	268799	269815	W		2011-02-03	1999-02-28|1996-07-31	
S000003623	ORF	Verified	YJL087C	TRL1	tRNA ligase|RLG1|LIG1	chromosome 10	L000002336	10	272485	270002	C		2011-02-03	1996-07-31	tRNA ligase; required for tRNA splicing and for both splicing and translation of HAC1 mRNA in the UPR; has phosphodiesterase, polynucleotide kinase, and ligase activities; localized at the inner nuclear envelope and partially to polysomes
S000036631	CDS					YJL087C		10	272485	270002	C		2011-02-03	1996-07-31	
S000003621	ORF	Verified	YJL085W	EXO70	GTP-Rho binding exocyst subunit EXO70	chromosome 10	L000003349	10	272827	274698	W		2011-02-03	1996-07-31	Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in an actin-independent manner, targeting and anchoring the exocyst with Sec3p; involved in exocyst assembly; direct downstream effector of Rho3p and Cdc42p; relocalizes from bud neck to cytoplasm upon DNA replication stress
S000035634	CDS					YJL085W		10	272827	274698	W		2011-02-03	1996-07-31	
S000003622	ORF	Dubious	YJL086C			chromosome 10		10	272846	272478	C		2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified genes YJL085W/EXO70 and YJL087C/TRL1
S000035697	CDS					YJL086C		10	272846	272478	C		2011-02-03	1996-07-31	
S000003620	ORF	Verified	YJL084C	ALY2	ART3	chromosome 10		10	278002	274862	C		2011-02-03	1997-07-27|1996-07-31	Alpha arrestin; controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; phosphorylated by Npr1p and also by cyclin-CDK complex Pcl7p-Pho85p; promotes endocytosis of plasma membrane proteins; ALY2 has a paralog, ALY1, that arose from the whole genome duplication
S000035516	CDS					YJL084C		10	278002	274862	C		2011-02-03	1997-07-27|1996-07-31	
S000003619	ORF	Verified	YJL083W	TAX4		chromosome 10		10	278841	280655	W		2011-02-03	1996-07-31	EH domain-containing protein; involved in regulating phosphatidylinositol 4,5-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS; TAX4 has a paralog, IRS4, that arose from the whole genome duplication
S000034560	CDS					YJL083W		10	278841	280655	W		2011-02-03	1996-07-31	
S000003618	ORF	Verified	YJL082W	IML2		chromosome 10		10	281185	283380	W		2011-02-03	1996-07-31	Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; IML2 has a paralog, YKR018C, that arose from the whole genome duplication
S000034438	CDS					YJL082W		10	281185	283380	W		2011-02-03	1996-07-31	
S000003617	ORF	Verified	YJL081C	ARP4	ACT3	chromosome 10	L000000027	10	285271	283802	C		2011-02-03	1996-07-31	Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes
S000034308	CDS					YJL081C		10	285271	283802	C		2011-02-03	1996-07-31	
S000003616	ORF	Verified	YJL080C	SCP160		chromosome 10	L000001817	10	289226	285558	C		2011-02-03	1996-07-31	Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER, interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains, similar to vertebrate vigilins
S000033394	CDS					YJL080C		10	289226	285558	C		2011-02-03	1996-07-31	
S000003615	ORF	Verified	YJL079C	PRY1		chromosome 10	L000003216	10	290774	289875	C		2011-02-03	1996-07-31	Sterol binding protein involved in the export of acetylated sterols; secreted glycoprotein and member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP), antigen 5, and pathogenesis related 1 proteins); sterol export function is redundant with that of PRY2; may be involved in detoxification of hydrophobic compounds; PRY1 has a paralog, PRY2, that arose from the whole genome duplication
S000033334	CDS					YJL079C		10	290774	289875	C		2011-02-03	1996-07-31	
S000003614	ORF	Verified	YJL078C	PRY3		chromosome 10	L000003218	10	293981	291336	C		2011-02-03	1996-07-31	Cell wall-associated protein involved in export of acetylated sterols; member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP), antigen 5, and pathogenesis related 1 proteins); role in mating efficiency; expression of full-length transcript is daughter cell-specific; in response to alpha factor, a short transcript starting at +452 is expressed and the long form is repressed by Ste12p
S000032582	CDS					YJL078C		10	293981	291336	C		2011-02-03	1996-07-31	
S000028662	ORF	Uncharacterized	YJL077W-B			chromosome 10		10	294047	294145	W		2011-02-03	2003-07-29	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
S000032487	CDS					YJL077W-B		10	294047	294145	W		2011-02-03	2003-07-29	
S000028661	ORF	Uncharacterized	YJL077W-A			chromosome 10		10	294799	294885	W		2011-02-03	2003-07-29	Protein of unknown function; mRNA identified as translated by ribosome profiling data; completely overlaps the verified gene YJL077C/ICS3
S000032486	CDS					YJL077W-A		10	294799	294885	W		2011-02-03	2003-07-29	
S000003613	ORF	Verified	YJL077C	ICS3		chromosome 10		10	295061	294666	C		2011-02-03	1996-07-31	Protein with a role in copper homeostasis; possible role in vacuolar sorting and processing of secretory proteins; null mutants are hypersensitive to sortin2
S000032502	CDS					YJL077C		10	295061	294666	C		2011-02-03	1996-07-31	
S000003612	ORF	Verified	YJL076W	NET1	SRM8|CFI1|ESC5	chromosome 10	L000004425	10	295245	298814	W		2011-02-03	1996-07-31	Core subunit of the RENT complex; involved in nucleolar silencing and telophase exit; stimulates transcription by RNA polymerase I and regulates nucleolar structure; NET1 has a paralog, TOF2, that arose from the whole genome duplication
S000032450	CDS					YJL076W		10	295245	298814	W		2011-02-03	1996-07-31	
S000003611	ORF	Dubious	YJL075C	APQ13		chromosome 10		10	298876	298460	C		2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the verified gene NET1; null mutant is sensitive to sorbate
S000031391	CDS					YJL075C		10	298876	298460	C		2011-02-03	1996-07-31	
S000028447	ARS		ARS1010			chromosome 10		10	298981	299245			2014-11-18	2002-12-16|2014-11-18	Autonomously Replicating Sequence
S000003610	ORF	Verified	YJL074C	SMC3	cohesin subunit SMC3	chromosome 10	L000003992	10	302849	299157	C		2011-02-03	1996-07-31	Subunit of the multiprotein cohesin complex; required for sister chromatid cohesion in mitotic cells; also required, with Rec8p, for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member
S000031287	CDS					YJL074C		10	302849	299157	C		2011-02-03	1996-07-31	
S000003609	ORF	Verified	YJL073W	JEM1	KAR8	chromosome 10	L000003533	10	303181	305118	W		2011-02-03	1997-10-20|1996-07-31	DnaJ-like chaperone required for nuclear membrane fusion during mating; localizes to the ER membrane; exhibits genetic interactions with KAR2
S000031229	CDS					YJL073W		10	303181	305118	W		2011-02-03	1997-10-20|1996-07-31	
S000003608	ORF	Verified	YJL072C	PSF2	DNA replication protein PSF2|CDC102	chromosome 10		10	305862	305221	C		2011-02-03	1996-07-31	Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery
S000030195	CDS					YJL072C		10	305862	305221	C		2011-02-03	1996-07-31	
S000003607	ORF	Verified	YJL071W	ARG2	acetyl-CoA:L-glutamate N-acetyltransferase|HRB574	chromosome 10	L000003263	10	306132	307856	W		2011-02-03	1996-07-31	Acetylglutamate synthase (glutamate N-acetyltransferase); mitochondrial enzyme that catalyzes the first step in the biosynthesis of the arginine precursor ornithine; forms a complex with Arg5,6p
S000030084	CDS					YJL071W		10	306132	307856	W		2011-02-03	1996-07-31	
S000003606	ORF	Uncharacterized	YJL070C		metallo-dependent hydrolase superfamily protein	chromosome 10		10	310637	307971	C		2011-02-03	1996-07-31	Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; may regulate purine nucleotide homeostasis as overexpression in an AMD1 strain grown in adenine results in greatly reduced GDP and GTP intracellular levels; not an essential gene; YJL070C has a paralog, YBR284W, that arose from the whole genome duplication
S000029919	CDS					YJL070C		10	310637	307971	C		2011-02-03	1996-07-31	
S000003605	ORF	Verified	YJL069C	UTP18		chromosome 10		10	312706	310922	C		2011-02-03	1996-07-31	Small-subunit processome protein involved in pre-18S rRNA maturation; part of a subunit of the 90S preribosomal particle capable of interacting directly with the 5' ETS of the 35S pre-rRNA; contains WD40 repeats
S000036438	CDS					YJL069C		10	312706	310922	C		2011-02-03	1996-07-31	
S000003604	ORF	Verified	YJL068C		S-formylglutathione hydrolase|SFGH	chromosome 10		10	313915	313016	C		2011-02-03	1996-07-31	Esterase that can function as an S-formylglutathione hydrolase; non-essential intracellular esterase; may be involved in the detoxification of formaldehyde, which can be metabolized to S-formylglutathione; similar to human esterase D
S000036339	CDS					YJL068C		10	313915	313016	C		2011-02-03	1996-07-31	
S000003603	ORF	Dubious	YJL067W			chromosome 10		10	314084	314434	W		2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000036295	CDS					YJL067W		10	314084	314434	W		2011-02-03	1996-07-31	
S000003602	ORF	Verified	YJL066C	MPM1		chromosome 10		10	314872	314114	C		2011-02-03	1996-07-31	Mitochondrial intermembrane space protein of unknown function
S000035314	CDS					YJL066C		10	314872	314114	C		2011-02-03	1996-07-31	
S000003600	ORF	Dubious	YJL064W			chromosome 10		10	315175	315570	W		2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene YJL065C/DLS1
S000035084	CDS					YJL064W		10	315175	315570	W		2011-02-03	1996-07-31	
S000003601	ORF	Verified	YJL065C	DLS1		chromosome 10		10	315557	315054	C		2011-02-03	1996-07-31	Subunit of ISW2/yCHRAC chromatin accessibility complex; ISW2/yCHRAC also includes Itc1p, Isw2p, and Dpb4p; involved in inheritance of telomeric silencing; DLS1 has a paralog, DPB3, that arose from the whole genome duplication
S000035150	CDS					YJL065C		10	315557	315054	C		2011-02-03	1996-07-31	
S000003599	ORF	Verified	YJL063C	MRPL8	mitochondrial 54S ribosomal protein YmL8|YmL8|HRD238	chromosome 10	L000001162|L000002524	10	316475	315759	C		2011-02-03	1996-07-31	Mitochondrial ribosomal protein of the large subunit
S000034082	CDS					YJL063C		10	316475	315759	C		2011-02-03	1996-07-31	
S000007611	ORF	Verified	YJL062W-A	COA3	COX25|RRG10	chromosome 10		10	316723	316980	W		2011-02-03	2001-02-26	Mitochondrial protein required for cytochrome c oxidase assembly; also involved in translational regulation of Cox1p and prevention of Cox1p aggregation before assembly; located in the mitochondrial inner membrane
S000037188	CDS					YJL062W-A		10	316723	316980	W		2011-02-03	2001-02-26	
S000003598	ORF	Verified	YJL062W	LAS21	mannose-ethanolamine phosphotransferase LAS21|GPI7	chromosome 10	L000004283|L000004818	10	317284	319776	W		2011-02-03	1996-07-31	Integral plasma membrane protein; involved in the synthesis of the glycosylphosphatidylinositol (GPI) core structure; mutations affect cell wall integrity
S000034026	CDS					YJL062W		10	317284	319776	W		2011-02-03	1996-07-31	
S000003597	ORF	Verified	YJL061W	NUP82	linker nucleoporin NUP82|HRB187	chromosome 10	L000002941	10	320016	322157	W		2011-02-03	1996-07-31	Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia
S000033873	CDS					YJL061W		10	320016	322157	W		2011-02-03	1996-07-31	
S000003596	ORF	Verified	YJL060W	BNA3		chromosome 10		10	323386	324720	W		2011-02-03	1996-07-31	Kynurenine aminotransferase; catalyzes formation of kynurenic acid from kynurenine; potential Cdc28p substrate
S000033737	CDS					YJL060W		10	323386	324720	W		2011-02-03	1996-07-31	
S000003595	ORF	Verified	YJL059W	YHC3	amino acid transport protein YHC3|BTN1	chromosome 10	L000003332|L000003284	10	324964	326190	W		2011-02-03	1996-07-31	Protein required for the ATP-dependent transport of arginine; vacuolar membrane protein; involved in the ATP-dependent transport of arginine into the vacuole and possibly in balancing ion homeostasis; human homolog CLN3 involved in Batten disease (juvenile onset neuronal ceroid lipofuscinosis) can complement yeast null mutant
S000034862	CDS					YJL059W		10	324964	326190	W		2011-02-03	1996-07-31	
S000003594	ORF	Verified	YJL058C	BIT61		chromosome 10		10	327873	326242	C		2011-02-03	1996-07-31	Subunit of TORC2 membrane-associated complex; involved in regulation of cell cycle-dependent actin cytoskeletal dynamics during polarized growth and cell wall integrity; BIT61 has a paralog, BIT2, that arose from the whole genome duplication
S000032844	CDS					YJL058C		10	327873	326242	C		2011-02-03	1996-07-31	
S000003593	ORF	Verified	YJL057C	IKS1	protein kinase IKS1	chromosome 10	L000004209	10	330121	328118	C		2011-02-03	1996-07-31	Protein kinase of unknown cellular role; putative serine/threonine kinase; expression is induced during mild heat stress; deletion mutants are hypersensitive to copper sulphate and resistant to sorbate; interacts with an N-terminal fragment of Sst2p
S000032730	CDS					YJL057C		10	330121	328118	C		2011-02-03	1996-07-31	
S000003592	ORF	Verified	YJL056C	ZAP1	ZRG10	chromosome 10	L000003321	10	333073	330431	C		2011-02-03	1996-07-31	Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc, represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains
S000032670	CDS					YJL056C		10	333073	330431	C		2011-02-03	1996-07-31	
S000003591	ORF	Uncharacterized	YJL055W			chromosome 10		10	333357	334094	W		2011-02-03	1996-07-31	Putative protein of unknown function; functions together with HAM1 to mediate resistance to 5-FU; specifically reduces the incorporation of 5-FU into RNA, without affecting uptake or incorporation of uracil into RNA; proposed to be involved in the metabolism of purine and pyrimidine base analogues; deletion mutants are sensitive to HAP and AHA
S000032627	CDS					YJL055W		10	333357	334094	W		2011-02-03	1996-07-31	
S000003590	ORF	Verified	YJL054W	TIM54		chromosome 10	L000004342	10	334265	335701	W		2011-02-03	1996-07-31	Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane
S000031626	CDS					YJL054W		10	334265	335701	W		2011-02-03	1996-07-31	
S000003589	ORF	Verified	YJL053W	PEP8	retromer subunit PEP8|VPT4|VPS26|GRD6	chromosome 10	L000001378	10	335898	337037	W		2011-02-03	1996-07-31	Vacuolar protein component of the retromer; forms part of the multimeric membrane-associated retromer complex involved in vacuolar protein sorting along with Vps35p, Vps29p, Vps17p, and Vps5p; essential for endosome-to-Golgi retrograde protein transport; interacts with Ypt7p; protein abundance increases in response to DNA replication stress
S000031497	CDS					YJL053W		10	335898	337037	W		2011-02-03	1996-07-31	
S000028448	ARS		ARS1011		ARSX-337	chromosome 10		10	337281	337529			2011-02-03	2002-12-16|2006-09-07	Autonomously Replicating Sequence
S000007610	ORF	Uncharacterized	YJL052C-A			chromosome 10		10	338003	337884	C		2011-02-03	2001-02-26	Putative protein of unknown function; identified based on comparison to related yeast species
S000037187	CDS					YJL052C-A		10	338003	337884	C		2011-02-03	2001-02-26	
S000003588	ORF	Verified	YJL052W	TDH1	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH1|GAPDH|GLD3	chromosome 10	L000002272	10	338271	339269	W		2011-02-03	1996-07-31	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 1; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides secreted by S. cerevisiae are active against a wide variety of wine-related yeasts and bateria
S000031373	CDS					YJL052W		10	338271	339269	W		2011-02-03	1996-07-31	
S000003587	ORF	Verified	YJL051W	IRC8		chromosome 10		10	339787	342255	W		2011-02-03	1996-07-31	Bud tip localized protein of unknown function; mRNA is targeted to the bud by a She2p dependent transport system; mRNA is cell cycle regulated via Fkh2p, peaking in G2/M phase; null mutant displays increased levels of spontaneous Rad52p foc
S000030449	CDS					YJL051W		10	339787	342255	W		2011-02-03	1996-07-31	
S000003586	ORF	Verified	YJL050W	MTR4	ATP-dependent RNA helicase MTR4|DOB1	chromosome 10	L000004110	10	342522	345743	W		2011-02-03	1996-07-31	ATP-dependent 3'-5' RNA helicase of the DExD/H family; involved in nuclear RNA processing and degradation both as a component of TRAMP complex and in TRAMP-independent processes; TRAMP unwinds RNA duplexes, with Mtr4p unwinding activity stimulated by Pap2p/Air2p but not dependent on ongoing polyadenylation; contains an arch domain, with two coiled-coil arms/stalks and a globular fist/KOW domain, which has RNA binding activity and is required for 5.8S rRNA processing
S000030313	CDS					YJL050W		10	342522	345743	W		2011-02-03	1996-07-31	
S000003585	ORF	Uncharacterized	YJL049W			chromosome 10		10	345973	347325	W		2011-02-03	1996-07-31	Putative protein of unknown function; YJL049W is a non-essential gene
S000036773	CDS					YJL049W		10	345973	347325	W		2011-02-03	1996-07-31	
S000003584	ORF	Verified	YJL048C	UBX6	CUI2	chromosome 10		10	348637	347447	C		2011-02-03	1996-07-31	UBX (ubiquitin regulatory X) domain-containing protein; interacts with Cdc48p, transcription is repressed when cells are grown in media containing inositol and choline; UBX6 has a paralog, UBX7, that arose from the whole genome duplication
S000036634	CDS					YJL048C		10	348637	347447	C		2011-02-03	1996-07-31	
S000028804	ORF	Uncharacterized	YJL047C-A			chromosome 10		10	349178	349044	C		2011-02-03	2003-07-29	Putative protein of unknown function
S000033585	CDS					YJL047C-A		10	349178	349044	C		2011-02-03	2003-07-29	
S000006451	snoRNA_gene		snR60	SNR60		chromosome 10	L000004529	10	349233	349130	C		2011-02-03	2000-05-19	C/D box small nucleolar RNA (snoRNA); guides 2'-O-methylation of large subunit (LSU) rRNA at positions A817 and G908
S000030821	noncoding_exon					snR60		10	349233	349130	C		2011-02-03	2000-05-19	
S000003583	ORF	Verified	YJL047C	RTT101	cullin RTT101|CULC|CUL8	chromosome 10	L000004737	10	352108	349580	C		2011-02-03	1996-07-31	Cullin subunit of a Roc1p-dependent E3 ubiquitin ligase complex; role in anaphase progression; implicated in Mms22-dependent DNA repair; involved with Mms1p in nonfunctional rRNA decay; modified by the ubiquitin-like protein, Rub1p
S000036565	CDS					YJL047C		10	352108	349580	C		2011-02-03	1996-07-31	
S000003582	ORF	Verified	YJL046W	AIM22	putative lipoate--protein ligase|RRG3|LIP3	chromosome 10		10	352386	353615	W		2011-02-03	1996-07-31|2005-12-01	Putative lipoate-protein ligase; required along with Lip2 and Lip5 for lipoylation of Lat1p and Kgd2p; similar to E. coli LplA; null mutant displays reduced frequency of mitochondrial genome loss
S000036505	CDS					YJL046W		10	352386	353615	W		2011-02-03	1996-07-31|2005-12-01	
S000006781	tRNA_gene		tY(GUA)J1	SUP7		chromosome 10	L000003607|L000002186	10	354244	354332	W	-32	2011-02-03	2000-05-19	Tyrosine tRNA (tRNA-Tyr), predicted by tRNAscan-SE analysis; can mutate to suppress ochre nonsense mutations
S000032080	intron					tY(GUA)J1		10	354283	354296	W		2011-02-03	2000-05-19	
S000032078	noncoding_exon					tY(GUA)J1		10	354244	354282	W		2011-02-03	2000-05-19	
S000032079	noncoding_exon					tY(GUA)J1		10	354297	354332	W		2011-02-03	2000-05-19	
S000007024	long_terminal_repeat		YJLCdelta5			chromosome 10		10	355175	354844	C		2011-02-03	2000-05-19	Ty1 LTR
S000007023	long_terminal_repeat		YJLCdelta4			chromosome 10		10	355204	354538	C		2011-02-03	2000-05-19	Ty1 LTR
S000006714	tRNA_gene		tR(UCU)J1			chromosome 10	L000003608	10	355374	355445	W		2011-02-03	2000-05-19	Arginine tRNA (tRNA-Arg), predicted by tRNAscan-SE analysis; one of 11 nuclear tRNA genes containing the tDNA-anticodon UCU (converted to mcm5-UCU in the mature tRNA), decodes AGA codons into arginine, one of 19 nuclear tRNAs for arginine
S000030321	noncoding_exon					tR(UCU)J1		10	355374	355445	W		2011-02-03	2000-05-19	
S000006537	tRNA_gene		tD(GUC)J2			chromosome 10	L000003609	10	355456	355527	W		2011-02-03	2000-05-19	Aspartate tRNA (tRNA-Asp), predicted by tRNAscan-SE analysis
S000030790	noncoding_exon					tD(GUC)J2		10	355456	355527	W		2011-02-03	2000-05-19	
S000003581	ORF	Verified	YJL045W		succinate dehydrogenase SDH1b|SDH1b	chromosome 10		10	356024	357928	W		2011-02-03	1996-07-31	Minor succinate dehydrogenase isozyme; participates in oxidation of succinate and transfer of electrons to ubiquinone; induced during the diauxic shift in a Cat8p-dependent manner; YJL045W has a paralog, SDH1, that arose from the whole genome duplication
S000035600	CDS					YJL045W		10	356024	357928	W		2011-02-03	1996-07-31	
S000003580	ORF	Verified	YJL044C	GYP6		chromosome 10	L000000748	10	359676	358300	C		2011-02-03	1996-07-31	GTPase-activating protein (GAP) for yeast Rab family member Ypt6p; involved in vesicle mediated protein transport
S000035463	CDS					YJL044C		10	359676	358300	C		2011-02-03	1996-07-31	
S000003579	ORF	Uncharacterized	YJL043W			chromosome 10		10	360130	360903	W		2011-02-03	1996-07-31	Putative protein of unknown function; YJL043W is a non-essential gene
S000035409	CDS					YJL043W		10	360130	360903	W		2011-02-03	1996-07-31	
S000003578	ORF	Verified	YJL042W	MHP1		chromosome 10	L000002720	10	361249	365445	W		2011-02-03	1996-07-31	Microtubule-associated protein involved in microtubule organization; involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to Drosophila protein MAP and to mammalian MAP4 proteins
S000034384	CDS					YJL042W		10	361249	365445	W		2011-02-03	1996-07-31	
S000003577	ORF	Verified	YJL041W	NSP1	FG-nucleoporin NSP1	chromosome 10	L000001277	10	365784	368373	W		2011-02-03	1996-07-31	FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) nuclear basket; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; found in stable complex with Nup82p, Gle2p and two other FG-nucleoporins (Nup159p and Nup116p); also found in stable complex with Nic96p and two other FG-nucleoproteins (Nup49p and Nup57p)
S000034258	CDS					YJL041W		10	365784	365784	W		2011-02-03	1996-07-31	
S000034259	CDS					YJL041W		10	365903	368373	W		2011-02-03	1996-07-31	
S000034260	intron					YJL041W		10	365785	365902	W		2011-02-03	1996-07-31	
S000003576	ORF	Verified	YJL039C	NUP192		chromosome 10	S000007465	10	373799	368748	C		2011-02-03	1996-07-31	Essential subunit of the inner ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport; homologous to human NUP205
S000034602	CDS					YJL039C		10	373799	368748	C		2011-02-03	1996-07-31	
S000006538	tRNA_gene		tD(GUC)J3			chromosome 10	L000003625	10	374495	374424	C		2011-02-03	2000-05-19	Aspartate tRNA (tRNA-Asp), predicted by tRNAscan-SE analysis
S000030793	noncoding_exon					tD(GUC)J3		10	374495	374424	C		2011-02-03	2000-05-19	
S000006715	tRNA_gene		tR(UCU)J2			chromosome 10	L000003624	10	374577	374506	C		2011-02-03	2000-05-19	Arginine tRNA (tRNA-Arg), predicted by tRNAscan-SE analysis; one of 11 nuclear tRNA genes containing the tDNA-anticodon UCU (converted to mcm5-UCU in the mature tRNA), decodes AGA codons into arginine, one of 19 nuclear tRNAs for arginine
S000030328	noncoding_exon					tR(UCU)J2		10	374577	374506	C		2011-02-03	2000-05-19	
S000028449	ARS		ARS1012		ARSX-375	chromosome 10		10	374880	375122			2011-02-03	2002-12-16|2006-09-07	Autonomously Replicating Sequence
S000007025	long_terminal_repeat		YJLCdelta6			chromosome 10		10	374935	374844	C		2011-02-03	2000-05-19	Ty1 LTR
S000028450	ARS		ARS1013			chromosome 10		10	375706	376227			2011-02-03	2002-12-16	Autonomously Replicating Sequence; inefficient as chromosomal replication origin; replication capacity dependent upon Sum1p
S000003575	ORF	Verified	YJL038C	LOH1	OSW4	chromosome 10		10	375774	375115	C		2011-02-03	1996-07-31	Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; proposed role in maintenance of genome integrity; induced during sporulation; repressed during vegetative growth by Sum1p and Hst1p; sequence similar to adjacent ORF, IRC18/YJL037W, and the double mutant irc18 loh1 exhibits reduced dityrosine fluorescence relative to the single mutants
S000034497	CDS					YJL038C		10	375774	375115	C		2011-02-03	1996-07-31	
